id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,filename
50,Women,Apparel,Topwear,Shirts,Pink,Summer,2020.0,Formal,-,images/50.jpg
51,Women,Apparel,Topwear,Shirts,Pink,Summer,2020.0,Formal,-,images/51.jpg
52,Women,Apparel,Topwear,Shirts,Pink,Summer,2020.0,Formal,-,images/52.jpg
53,Women,Apparel,Topwear,Shirts,Navy Blue,Summer,2020.0,Formal,-,images/53.jpg
54,Women,Apparel,Topwear,Shirts,Navy Blue,Summer,2020.0,Formal,-,images/54.jpg
55,Women,Apparel,Topwear,Shirts,Navy Blue,Summer,2020.0,Formal,-,images/55.jpg
56,Women,Apparel,Topwear,Shirts,Navy Blue,Summer,2020.0,Formal,-,images/56.jpg
57,Women,Apparel,Topwear,Shirts,Navy Blue,Summer,2020.0,Formal,-,images/57.jpg
58,Women,Apparel,Topwear,Shirts,Navy Blue,Summer,2020.0,Formal,-,images/58.jpg
59,Women,Apparel,Topwear,Shirts,Navy Blue,Summer,2020.0,Formal,-,images/59.jpg
60,Women,Apparel,Topwear,Shirts,Navy Blue,Summer,2020.0,Formal,-,images/60.jpg
61,Women,Apparel,Topwear,Shirts,Navy Blue,Summer,2020.0,Formal,-,images/61.jpg
62,Women,Apparel,Topwear,Shirts,Navy Blue,Summer,2020.0,Sports,-,images/62.jpg
63,Women,Apparel,Topwear,Shirts,Navy Blue,Summer,2020.0,Sports,-,images/63.jpg
64,Women,Apparel,Topwear,Shirts,Navy Blue,Summer,2020.0,Sports,-,images/64.jpg
65,Women,Apparel,Topwear,Shirts,Navy Blue,Summer,2020.0,Sports,-,images/65.jpg
66,Women,Apparel,Topwear,Shirts,Navy Blue,Summer,2020.0,Sports,-,images/66.jpg
67,Women,Apparel,Topwear,Shirts,Navy Blue,Summer,2020.0,Sports,-,images/67.jpg
68,Women,Apparel,Topwear,Shirts,Navy Blue,Summer,2020.0,Sports,-,images/68.jpg
69,Women,Apparel,Topwear,Shirts,Navy Blue,Summer,2020.0,Sports,-,images/69.jpg
70,Women,Apparel,Topwear,Shirts,Navy Blue,Summer,2020.0,Sports,-,images/70.jpg
71,Women,Apparel,Topwear,Shirts,Navy Blue,Summer,2020.0,Sports,-,images/71.jpg
72,Women,Apparel,Topwear,Shirts,Grey,Summer,2020.0,Formal,-,images/72.jpg
73,Women,Apparel,Topwear,Shirts,Grey,Summer,2020.0,Formal,-,images/73.jpg
74,Women,Apparel,Topwear,Shirts,Grey,Summer,2020.0,Formal,-,images/74.jpg
75,Women,Apparel,Topwear,Shirts,Grey,Summer,2020.0,Formal,-,images/75.jpg
76,Women,Apparel,Topwear,Shirts,Grey,Summer,2020.0,Formal,-,images/76.jpg
77,Women,Apparel,Topwear,Shirts,Grey,Summer,2020.0,Formal,-,images/77.jpg
78,Women,Apparel,Topwear,Shirts,Grey,Summer,2020.0,Formal,-,images/78.jpg
79,Women,Apparel,Topwear,Shirts,Grey,Summer,2020.0,Formal,-,images/79.jpg
80,Women,Apparel,Topwear,Shirts,Grey,Summer,2020.0,Formal,-,images/80.jpg
81,Women,Apparel,Topwear,Shirts,Grey,Summer,2020.0,Formal,-,images/81.jpg
82,Men,Apparel,Topwear,Shirts,Multi,Summer,2020.0,Formal,-,images/82.jpg
83,Men,Apparel,Topwear,Shirts,Multi,Summer,2020.0,Formal,-,images/83.jpg
84,Men,Apparel,Topwear,Shirts,Multi,Summer,2020.0,Formal,-,images/84.jpg
85,Men,Apparel,Topwear,Shirts,Multi,Summer,2020.0,Formal,-,images/85.jpg
86,Men,Apparel,Topwear,Shirts,Multi,Summer,2020.0,Formal,-,images/86.jpg
87,Men,Apparel,Topwear,Shirts,Multi,Summer,2020.0,Formal,-,images/87.jpg
88,Men,Apparel,Topwear,Shirts,Multi,Summer,2020.0,Formal,-,images/88.jpg
89,Men,Apparel,Topwear,Shirts,Multi,Summer,2020.0,Formal,-,images/89.jpg
90,Men,Apparel,Topwear,Shirts,Multi,Summer,2020.0,Formal,-,images/90.jpg
91,Men,Apparel,Topwear,Shirts,Multi,Summer,2020.0,Formal,-,images/91.jpg
92,Men,Apparel,Topwear,Shirts,Multi,Summer,2020.0,Formal,-,images/92.jpg
93,Men,Apparel,Topwear,Shirts,Multi,Summer,2020.0,Formal,-,images/93.jpg
94,Men,Apparel,Topwear,Shirts,Multi,Summer,2020.0,Formal,-,images/94.jpg
95,Women,Apparel,Topwear,Shirts,Multi,Summer,2020.0,Sports,-,images/95.jpg
96,Women,Apparel,Topwear,Shirts,Multi,Summer,2020.0,Sports,-,images/96.jpg
97,Women,Apparel,Topwear,Shirts,Multi,Summer,2020.0,Sports,-,images/97.jpg
98,Women,Apparel,Topwear,Shirts,Multi,Summer,2020.0,Sports,-,images/98.jpg
99,Women,Apparel,Topwear,Shirts,Multi,Summer,2020.0,Sports,-,images/99.jpg
100,Women,Apparel,Topwear,Shirts,Multi,Summer,2020.0,Sports,-,images/100.jpg
101,Women,Apparel,Topwear,Shirts,Multi,Summer,2020.0,Sports,-,images/101.jpg
102,Women,Apparel,Topwear,Shirts,Multi,Summer,2020.0,Sports,-,images/102.jpg
103,Women,Apparel,Topwear,Shirts,Multi,Summer,2020.0,Sports,-,images/103.jpg
104,Women,Apparel,Topwear,Shirts,Multi,Summer,2020.0,Sports,-,images/104.jpg
105,Women,Apparel,Topwear,Shirts,Multi,Summer,2020.0,Sports,-,images/105.jpg
106,Men,Apparel,Topwear,Shirts,Multi,Summer,2020.0,Sports,-,images/106.jpg
107,Men,Apparel,Topwear,Shirts,Multi,Summer,2020.0,Sports,-,images/107.jpg
108,Men,Apparel,Topwear,Shirts,Multi,Summer,2020.0,Sports,-,images/108.jpg
109,Men,Apparel,Topwear,Shirts,Multi,Summer,2020.0,Sports,-,images/109.jpg
110,Men,Apparel,Topwear,Shirts,Multi,Summer,2020.0,Sports,-,images/110.jpg
111,Men,Apparel,Topwear,Shirts,Multi,Summer,2020.0,Sports,-,images/111.jpg
112,Men,Apparel,Topwear,Shirts,Multi,Summer,2020.0,Sports,-,images/112.jpg
113,Men,Apparel,Topwear,Shirts,Multi,Summer,2020.0,Sports,-,images/113.jpg
114,Men,Apparel,Topwear,Shirts,Multi,Summer,2020.0,Sports,-,images/114.jpg
115,Men,Apparel,Topwear,Shirts,Multi,Summer,2020.0,Sports,-,images/115.jpg
116,Men,Apparel,Topwear,Shirts,Multi,Summer,2020.0,Sports,-,images/116.jpg
117,Men,Apparel,Topwear,Shirts,Multi,Summer,2020.0,Sports,-,images/117.jpg
118,Woman,Apparel,Topwear,Shirts,Cream,Summer,2020.0,Formal,-,images/118.jpg
119,Woman,Apparel,Topwear,Shirts,Cream,Summer,2020.0,Formal,-,images/119.jpg
120,Woman,Apparel,Topwear,Shirts,Cream,Summer,2020.0,Formal,-,images/120.jpg
121,Woman,Apparel,Topwear,Shirts,Cream,Summer,2020.0,Formal,-,images/121.jpg
122,Woman,Apparel,Topwear,Shirts,Cream,Summer,2020.0,Formal,-,images/122.jpg
123,Woman,Apparel,Topwear,Shirts,Cream,Summer,2020.0,Formal,-,images/123.jpg
124,Woman,Apparel,Topwear,Shirts,Cream,Summer,2020.0,Formal,-,images/124.jpg
125,Woman,Apparel,Topwear,Shirts,Cream,Summer,2020.0,Formal,-,images/125.jpg
126,Woman,Apparel,Topwear,Shirts,Cream,Summer,2020.0,Formal,-,images/126.jpg
127,Woman,Apparel,Topwear,Shirts,Cream,Summer,2020.0,Formal,-,images/127.jpg
128,Woman,Apparel,Topwear,Shirts,Green,Summer,2020.0,Sports,-,images/128.jpg
129,Woman,Apparel,Topwear,Shirts,Green,Summer,2020.0,Sports,-,images/129.jpg
130,Woman,Apparel,Topwear,Shirts,Green,Summer,2020.0,Sports,-,images/130.jpg
131,Woman,Apparel,Topwear,Shirts,Green,Summer,2020.0,Sports,-,images/131.jpg
132,Woman,Apparel,Topwear,Shirts,Green,Summer,2020.0,Sports,-,images/132.jpg
133,Woman,Apparel,Topwear,Shirts,Green,Summer,2020.0,Sports,-,images/133.jpg
134,Woman,Apparel,Topwear,Shirts,Green,Summer,2020.0,Sports,-,images/134.jpg
135,Woman,Apparel,Topwear,Shirts,Green,Summer,2020.0,Sports,-,images/135.jpg
136,Woman,Apparel,Topwear,Shirts,Green,Summer,2020.0,Sports,-,images/136.jpg
137,Woman,Apparel,Topwear,Shirts,Green,Summer,2020.0,Sports,-,images/137.jpg
138,Women,Apparel,Topwear,Shirts,Purple,Summer,2020.0,Formal,-,images/138.jpg
139,Women,Apparel,Topwear,Shirts,Purple,Summer,2020.0,Formal,-,images/139.jpg
140,Women,Apparel,Topwear,Shirts,Purple,Summer,2020.0,Formal,-,images/140.jpg
141,Women,Apparel,Topwear,Shirts,Purple,Summer,2020.0,Formal,-,images/141.jpg
142,Women,Apparel,Topwear,Shirts,Purple,Summer,2020.0,Formal,-,images/142.jpg
143,Women,Apparel,Topwear,Shirts,Purple,Summer,2020.0,Formal,-,images/143.jpg
144,Women,Apparel,Topwear,Shirts,Purple,Summer,2020.0,Formal,-,images/144.jpg
145,Women,Apparel,Topwear,Shirts,Purple,Summer,2020.0,Formal,-,images/145.jpg
146,Women,Apparel,Topwear,Shirts,Purple,Summer,2020.0,Formal,-,images/146.jpg
147,Women,Apparel,Topwear,Shirts,Purple,Summer,2020.0,Formal,-,images/147.jpg
148,Women,Apparel,Topwear,Shirts,Grey,Summer,2020.0,Sports,-,images/148.jpg
149,Women,Apparel,Topwear,Shirts,Grey,Summer,2020.0,Sports,-,images/149.jpg
150,Women,Apparel,Topwear,Shirts,Grey,Summer,2020.0,Sports,-,images/150.jpg
151,Women,Apparel,Topwear,Shirts,Grey,Summer,2020.0,Sports,-,images/151.jpg
152,Women,Apparel,Topwear,Shirts,Grey,Summer,2020.0,Sports,-,images/152.jpg
153,Women,Apparel,Topwear,Shirts,Grey,Summer,2020.0,Sports,-,images/153.jpg
154,Women,Apparel,Topwear,Shirts,Grey,Summer,2020.0,Sports,-,images/154.jpg
155,Women,Apparel,Topwear,Shirts,Grey,Summer,2020.0,Sports,-,images/155.jpg
156,Women,Apparel,Topwear,Shirts,Grey,Summer,2020.0,Sports,-,images/156.jpg
157,Women,Apparel,Topwear,Shirts,Grey,Summer,2020.0,Sports,-,images/157.jpg
158,Women,Apparel,Topwear,Shirts,Grey,Summer,2020.0,Sports,-,images/158.jpg
159,Women,Apparel,Topwear,Shirts,Cream,Summer,2020.0,Sports,-,images/159.jpg
160,Women,Apparel,Topwear,Shirts,Cream,Summer,2020.0,Sports,-,images/160.jpg
161,Women,Apparel,Topwear,Shirts,Cream,Summer,2020.0,Sports,-,images/161.jpg
162,Women,Apparel,Topwear,Shirts,Cream,Summer,2020.0,Sports,-,images/162.jpg
163,Women,Apparel,Topwear,Shirts,Cream,Summer,2020.0,Sports,-,images/163.jpg
164,Women,Apparel,Topwear,Shirts,Cream,Summer,2020.0,Sports,-,images/164.jpg
165,Women,Apparel,Topwear,Shirts,Cream,Summer,2020.0,Sports,-,images/165.jpg
166,Women,Apparel,Topwear,Shirts,Cream,Summer,2020.0,Sports,-,images/166.jpg
167,Women,Apparel,Topwear,Shirts,Cream,Summer,2020.0,Sports,-,images/167.jpg
168,Women,Apparel,Topwear,Shirts,Cream,Summer,2020.0,Sports,-,images/168.jpg
169,Men,Apparel,Topwear,Shirts,Pink,Summer,2020.0,Sports,-,images/169.jpg
170,Men,Apparel,Topwear,Shirts,Pink,Summer,2020.0,Sports,-,images/170.jpg
171,Men,Apparel,Topwear,Shirts,Pink,Summer,2020.0,Sports,-,images/171.jpg
172,Men,Apparel,Topwear,Shirts,Pink,Summer,2020.0,Sports,-,images/172.jpg
173,Men,Apparel,Topwear,Shirts,Pink,Summer,2020.0,Sports,-,images/173.jpg
174,Men,Apparel,Topwear,Shirts,Pink,Summer,2020.0,Sports,-,images/174.jpg
175,Men,Apparel,Topwear,Shirts,Pink,Summer,2020.0,Sports,-,images/175.jpg
176,Men,Apparel,Topwear,Shirts,Pink,Summer,2020.0,Sports,-,images/176.jpg
177,Men,Apparel,Topwear,Shirts,Pink,Summer,2020.0,Sports,-,images/177.jpg
178,Men,Apparel,Topwear,Shirts,Pink,Summer,2020.0,Sports,-,images/178.jpg
179,Women,Apparel,Topwear,Shirts,Brown,Summer,2020.0,Formal,-,images/179.jpg
180,Women,Apparel,Topwear,Shirts,Brown,Summer,2020.0,Formal,-,images/180.jpg
181,Women,Apparel,Topwear,Shirts,Brown,Summer,2020.0,Formal,-,images/181.jpg
182,Women,Apparel,Topwear,Shirts,Brown,Summer,2020.0,Formal,-,images/182.jpg
183,Women,Apparel,Topwear,Shirts,Brown,Summer,2020.0,Formal,-,images/183.jpg
184,Women,Apparel,Topwear,Shirts,Brown,Summer,2020.0,Formal,-,images/184.jpg
185,Women,Apparel,Topwear,Shirts,Brown,Summer,2020.0,Formal,-,images/185.jpg
186,Women,Apparel,Topwear,Shirts,Brown,Summer,2020.0,Formal,-,images/186.jpg
187,Women,Apparel,Topwear,Shirts,Brown,Summer,2020.0,Formal,-,images/187.jpg
188,Women,Apparel,Topwear,Shirts,Brown,Summer,2020.0,Formal,-,images/188.jpg
189,Women,Apparel,Topwear,Shirts,Yellow,Summer,2020.0,Formal,-,images/189.jpg
190,Women,Apparel,Topwear,Shirts,Yellow,Summer,2020.0,Formal,-,images/190.jpg
191,Women,Apparel,Topwear,Shirts,Yellow,Summer,2020.0,Formal,-,images/191.jpg
192,Women,Apparel,Topwear,Shirts,Yellow,Summer,2020.0,Formal,-,images/192.jpg
193,Women,Apparel,Topwear,Shirts,Yellow,Summer,2020.0,Formal,-,images/193.jpg
194,Women,Apparel,Topwear,Shirts,Yellow,Summer,2020.0,Formal,-,images/194.jpg
195,Women,Apparel,Topwear,Shirts,Yellow,Summer,2020.0,Formal,-,images/195.jpg
196,Women,Apparel,Topwear,Shirts,Yellow,Summer,2020.0,Formal,-,images/196.jpg
197,Women,Apparel,Topwear,Shirts,Yellow,Summer,2020.0,Formal,-,images/197.jpg
198,Women,Apparel,Topwear,Shirts,Yellow,Summer,2020.0,Formal,-,images/198.jpg
199,Women,Apparel,Topwear,Shirts,Multi,Summer,2020.0,Formal,-,images/199.jpg
200,Women,Apparel,Topwear,Shirts,Multi,Summer,2020.0,Formal,-,images/200.jpg
201,Women,Apparel,Topwear,Shirts,Multi,Summer,2020.0,Formal,-,images/201.jpg
202,Women,Apparel,Topwear,Shirts,Multi,Summer,2020.0,Formal,-,images/202.jpg
203,Women,Apparel,Topwear,Shirts,Multi,Summer,2020.0,Formal,-,images/203.jpg
204,Women,Apparel,Topwear,Shirts,Multi,Summer,2020.0,Formal,-,images/204.jpg
205,Women,Apparel,Topwear,Shirts,Multi,Summer,2020.0,Formal,-,images/205.jpg
206,Women,Apparel,Topwear,Shirts,Multi,Summer,2020.0,Formal,-,images/206.jpg
207,Women,Apparel,Topwear,Shirts,Multi,Summer,2020.0,Formal,-,images/207.jpg
208,Women,Apparel,Topwear,Shirts,Multi,Summer,2020.0,Formal,-,images/208.jpg
209,Women,Apparel,Topwear,Shirts,Multi,Summer,2020.0,Formal,-,images/209.jpg
210,Women,Apparel,Topwear,Shirts,Multi,Summer,2020.0,Formal,-,images/210.jpg
211,Women,Apparel,Topwear,Shirts,Red,Summer,2020.0,Sports,-,images/211.jpg
212,Women,Apparel,Topwear,Shirts,Red,Summer,2020.0,Sports,-,images/212.jpg
213,Women,Apparel,Topwear,Shirts,Red,Summer,2020.0,Sports,-,images/213.jpg
214,Women,Apparel,Topwear,Shirts,Red,Summer,2020.0,Sports,-,images/214.jpg
215,Women,Apparel,Topwear,Shirts,Red,Summer,2020.0,Sports,-,images/215.jpg
216,Women,Apparel,Topwear,Shirts,Red,Summer,2020.0,Sports,-,images/216.jpg
217,Women,Apparel,Topwear,Shirts,Red,Summer,2020.0,Sports,-,images/217.jpg
218,Women,Apparel,Topwear,Shirts,Red,Summer,2020.0,Sports,-,images/218.jpg
219,Women,Apparel,Topwear,Shirts,Red,Summer,2020.0,Sports,-,images/219.jpg
220,Women,Apparel,Topwear,Shirts,Red,Summer,2020.0,Sports,-,images/220.jpg
221,Women,Apparel,Topwear,Shirts,Red,Summer,2020.0,Formal,-,images/221.jpg
222,Women,Apparel,Topwear,Shirts,Red,Summer,2020.0,Formal,-,images/222.jpg
223,Women,Apparel,Topwear,Shirts,Red,Summer,2020.0,Formal,-,images/223.jpg
224,Women,Apparel,Topwear,Shirts,Red,Summer,2020.0,Formal,-,images/224.jpg
225,Women,Apparel,Topwear,Shirts,Red,Summer,2020.0,Formal,-,images/225.jpg
226,Women,Apparel,Topwear,Shirts,Red,Summer,2020.0,Formal,-,images/226.jpg
227,Women,Apparel,Topwear,Shirts,Red,Summer,2020.0,Formal,-,images/227.jpg
228,Women,Apparel,Topwear,Shirts,Red,Summer,2020.0,Formal,-,images/228.jpg
229,Women,Apparel,Topwear,Shirts,Red,Summer,2020.0,Formal,-,images/229.jpg
230,Women,Apparel,Topwear,Shirts,Red,Summer,2020.0,Formal,-,images/230.jpg
231,Men,Apparel,Topwear,Shirts,Brown,Summer,2020.0,Sports,-,images/231.jpg
232,Men,Apparel,Topwear,Shirts,Brown,Summer,2020.0,Sports,-,images/232.jpg
233,Men,Apparel,Topwear,Shirts,Brown,Summer,2020.0,Sports,-,images/233.jpg
234,Men,Apparel,Topwear,Shirts,Brown,Summer,2020.0,Sports,-,images/234.jpg
235,Men,Apparel,Topwear,Shirts,Brown,Summer,2020.0,Sports,-,images/235.jpg
236,Men,Apparel,Topwear,Shirts,Brown,Summer,2020.0,Sports,-,images/236.jpg
237,Men,Apparel,Topwear,Shirts,Brown,Summer,2020.0,Sports,-,images/237.jpg
238,Men,Apparel,Topwear,Shirts,Brown,Summer,2020.0,Sports,-,images/238.jpg
239,Men,Apparel,Topwear,Shirts,Brown,Summer,2020.0,Sports,-,images/239.jpg
240,Men,Apparel,Topwear,Shirts,Brown,Summer,2020.0,Sports,-,images/240.jpg
15970,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Turtle Check Men Navy Blue Shirt,images/15970.jpg
53759,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Puma Men Grey T-shirt,images/53759.jpg
1855,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Inkfruit Mens Chain Reaction T-shirt,images/1855.jpg
30805,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Ethnic,Fabindia Men Striped Green Shirt,images/30805.jpg
26960,Women,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Casual,Jealous 21 Women Purple Shirt,images/26960.jpg
12369,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Formal,Reid & Taylor Men Check Purple Shirts,images/12369.jpg
13089,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011.0,Sports,ADIDAS Men Lfc Auth Hood Grey Sweatshirts,images/13089.jpg
7990,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Sports,Fila Men's Round Neck Navy Blue T-shirt,images/7990.jpg
37812,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Formal,John Players Men Navy Blue Shirt,images/37812.jpg
56825,Men,Apparel,Topwear,Shirts,Brown,Summer,2012.0,Casual,John Players Men Brown Shirt,images/56825.jpg
20099,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,Diva Women Embroided Green Kurta,images/20099.jpg
3954,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,Jealous 21 Women's Pink T-shirt,images/3954.jpg
28690,Women,Apparel,Topwear,Kurtas,Cream,Summer,2012.0,Ethnic,W Women Printed Beige Kurta,images/28690.jpg
8580,Men,Apparel,Topwear,Waistcoat,Grey,Fall,2011.0,Casual,Scullers Men  Grey Waistcoat,images/8580.jpg
9452,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Formal,John Miller Men Stripes White Red Shirts,images/9452.jpg
45856,Women,Apparel,Topwear,Kurtas,Brown,Summer,2012.0,Ethnic,Vishudh Women Brown Kurta,images/45856.jpg
5891,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Puma Men's Stripe Polo Black T-shirt,images/5891.jpg
38630,Women,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Nike Women Purple Polo T-shirt,images/38630.jpg
4943,Men,Apparel,Topwear,Shirts,White,Summer,2011.0,Casual,Gini and Jony Boy's Kaleb White Brown Kidswear,images/4943.jpg
10866,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Wrangler Men Motor Rider Red T-Shirts,images/10866.jpg
15528,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Puma Men Scribble Black Tshirts,images/15528.jpg
9660,Men,Apparel,Topwear,Shirts,Pink,Fall,2011.0,Casual,Indigo Nation Men Reversible Bling Pink Shirts,images/9660.jpg
2288,Women,Apparel,Topwear,Tshirts,Black,Fall,2010.0,Sports,Nike Women Black T-shirt,images/2288.jpg
23876,Men,Apparel,Topwear,Sweatshirts,Blue,Fall,2011.0,Casual,ADIDAS Men Blue Sweatshirt,images/23876.jpg
18237,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Manchester United Men Solid Red Tshirt,images/18237.jpg
49653,Women,Apparel,Topwear,Tops,Green,Summer,2012.0,Casual,Mineral Women Green Top,images/49653.jpg
13419,Men,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,United Colors of Benetton Men Solid Pink Polo T-shirts,images/13419.jpg
58513,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Tonga Women Maroon Top,images/58513.jpg
5865,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,ADIDAS Men's Twelve Faster T-shirt,images/5865.jpg
39716,Women,Apparel,Dress,Dresses,Blue,Summer,2012.0,Casual,Arrow Woman Women Blue Dress,images/39716.jpg
29584,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Indigo Nation Men Printed Black T-shirt,images/29584.jpg
9694,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Classic Polo Men Vulcan White Polo Tshirts,images/9694.jpg
15984,Men,Apparel,Topwear,Shirts,Yellow,Fall,2011.0,Casual,Turtle Check Men Yellow Shirt,images/15984.jpg
59297,Men,Apparel,Topwear,Shirts,White,Fall,2012.0,Casual,U.S. Polo Assn. Men White & Navy Blue Shirt,images/59297.jpg
27846,Women,Apparel,Topwear,Blazers,Black,Summer,2012.0,Formal,Scullers For Her Charcoal Blazer,images/27846.jpg
54588,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Sushilas Women Printed Green Kurta,images/54588.jpg
7158,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Scullers Men  Green Check Shirt,images/7158.jpg
19547,Men,Apparel,Topwear,Sweatshirts,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Solid Blue Sweatshirt,images/19547.jpg
7964,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Puma Men's Large Logo Graphic Black T-shirt,images/7964.jpg
