id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,filename
346,Women,Apparel,Bottomwear,Pants,Yellow,Summer,2020.0,Sports,-,images/346.jpg
347,Women,Apparel,Bottomwear,Pants,Yellow,Summer,2020.0,Sports,-,images/347.jpg
348,Women,Apparel,Bottomwear,Pants,Yellow,Summer,2020.0,Sports,-,images/348.jpg
349,Women,Apparel,Bottomwear,Pants,Yellow,Summer,2020.0,Sports,-,images/349.jpg
350,Women,Apparel,Bottomwear,Pants,Yellow,Summer,2020.0,Sports,-,images/350.jpg
351,Women,Apparel,Bottomwear,Pants,Yellow,Summer,2020.0,Sports,-,images/351.jpg
352,Women,Apparel,Bottomwear,Pants,Yellow,Summer,2020.0,Sports,-,images/352.jpg
353,Women,Apparel,Bottomwear,Pants,Yellow,Summer,2020.0,Sports,-,images/353.jpg
354,Men,Apparel,Bottomwear,Pants,Purple,Summer,2020.0,Sports,-,images/354.jpg
355,Men,Apparel,Bottomwear,Pants,Purple,Summer,2020.0,Sports,-,images/355.jpg
356,Men,Apparel,Bottomwear,Pants,Purple,Summer,2020.0,Sports,-,images/356.jpg
357,Men,Apparel,Bottomwear,Pants,Purple,Summer,2020.0,Sports,-,images/357.jpg
358,Men,Apparel,Bottomwear,Pants,Purple,Summer,2020.0,Sports,-,images/358.jpg
359,Men,Apparel,Bottomwear,Pants,Purple,Summer,2020.0,Sports,-,images/359.jpg
360,Men,Apparel,Bottomwear,Pants,Purple,Summer,2020.0,Sports,-,images/360.jpg
361,Men,Apparel,Bottomwear,Pants,Purple,Summer,2020.0,Sports,-,images/361.jpg
362,Men,Apparel,Bottomwear,Pants,Purple,Summer,2020.0,Sports,-,images/362.jpg
363,Men,Apparel,Bottomwear,Pants,Purple,Summer,2020.0,Sports,-,images/363.jpg
364,Women,Apparel,Bottomwear,Pants,Navy Blue,Summer,2020.0,Sports,-,images/364.jpg
365,Women,Apparel,Bottomwear,Pants,Navy Blue,Summer,2020.0,Sports,-,images/365.jpg
366,Women,Apparel,Bottomwear,Pants,Navy Blue,Summer,2020.0,Sports,-,images/366.jpg
367,Women,Apparel,Bottomwear,Pants,Navy Blue,Summer,2020.0,Sports,-,images/367.jpg
368,Women,Apparel,Bottomwear,Pants,Navy Blue,Summer,2020.0,Sports,-,images/368.jpg
369,Women,Apparel,Bottomwear,Pants,Navy Blue,Summer,2020.0,Sports,-,images/369.jpg
370,Men,Apparel,Bottomwear,Pants,Multi,Summer,2020.0,Formal,-,images/370.jpg
371,Men,Apparel,Bottomwear,Pants,Multi,Summer,2020.0,Formal,-,images/371.jpg
372,Men,Apparel,Bottomwear,Pants,Multi,Summer,2020.0,Formal,-,images/372.jpg
373,Men,Apparel,Bottomwear,Pants,Multi,Summer,2020.0,Formal,-,images/373.jpg
374,Men,Apparel,Bottomwear,Pants,Multi,Summer,2020.0,Formal,-,images/374.jpg
375,Men,Apparel,Bottomwear,Pants,Multi,Summer,2020.0,Formal,-,images/375.jpg
376,Men,Apparel,Bottomwear,Pants,Multi,Summer,2020.0,Formal,-,images/376.jpg
377,Men,Apparel,Bottomwear,Pants,Multi,Summer,2020.0,Formal,-,images/377.jpg
378,Men,Apparel,Bottomwear,Pants,Multi,Summer,2020.0,Formal,-,images/378.jpg
379,Men,Apparel,Bottomwear,Pants,Multi,Summer,2020.0,Formal,-,images/379.jpg
380,Men,Apparel,Bottomwear,Pants,Multi,Summer,2020.0,Formal,-,images/380.jpg
381,Men,Apparel,Bottomwear,Pants,Multi,Summer,2020.0,Formal,-,images/381.jpg
382,Women,Apparel,Bottomwear,Pants,Multi,Summer,2020.0,Sports,-,images/382.jpg
383,Women,Apparel,Bottomwear,Pants,Multi,Summer,2020.0,Sports,-,images/383.jpg
384,Women,Apparel,Bottomwear,Pants,Multi,Summer,2020.0,Sports,-,images/384.jpg
385,Women,Apparel,Bottomwear,Pants,Multi,Summer,2020.0,Sports,-,images/385.jpg
386,Women,Apparel,Bottomwear,Pants,Multi,Summer,2020.0,Sports,-,images/386.jpg
387,Women,Apparel,Bottomwear,Pants,Multi,Summer,2020.0,Sports,-,images/387.jpg
388,Women,Apparel,Bottomwear,Pants,Multi,Summer,2020.0,Sports,-,images/388.jpg
389,Women,Apparel,Bottomwear,Pants,Multi,Summer,2020.0,Sports,-,images/389.jpg
390,Women,Apparel,Bottomwear,Pants,Multi,Summer,2020.0,Sports,-,images/390.jpg
391,Women,Apparel,Bottomwear,Pants,Multi,Summer,2020.0,Sports,-,images/391.jpg
392,Women,Apparel,Bottomwear,Pants,Purple,Summer,2020.0,Sports,-,images/392.jpg
393,Women,Apparel,Bottomwear,Pants,Purple,Summer,2020.0,Sports,-,images/393.jpg
394,Women,Apparel,Bottomwear,Pants,Purple,Summer,2020.0,Sports,-,images/394.jpg
395,Women,Apparel,Bottomwear,Pants,Purple,Summer,2020.0,Sports,-,images/395.jpg
396,Women,Apparel,Bottomwear,Pants,Purple,Summer,2020.0,Sports,-,images/396.jpg
397,Men,Apparel,Bottomwear,Pants,Multi,Summer,2020.0,Sports,-,images/397.jpg
398,Men,Apparel,Bottomwear,Pants,Multi,Summer,2020.0,Sports,-,images/398.jpg
399,Men,Apparel,Bottomwear,Pants,Multi,Summer,2020.0,Sports,-,images/399.jpg
400,Men,Apparel,Bottomwear,Pants,Multi,Summer,2020.0,Sports,-,images/400.jpg
401,Men,Apparel,Bottomwear,Pants,Multi,Summer,2020.0,Sports,-,images/401.jpg
402,Men,Apparel,Bottomwear,Pants,Multi,Summer,2020.0,Sports,-,images/402.jpg
403,Men,Apparel,Bottomwear,Pants,Multi,Summer,2020.0,Sports,-,images/403.jpg
404,Men,Apparel,Bottomwear,Pants,Multi,Summer,2020.0,Sports,-,images/404.jpg
405,Men,Apparel,Bottomwear,Pants,Multi,Summer,2020.0,Sports,-,images/405.jpg
406,Men,Apparel,Bottomwear,Pants,Multi,Summer,2020.0,Sports,-,images/406.jpg
407,Men,Apparel,Bottomwear,Pants,Multi,Summer,2020.0,Sports,-,images/407.jpg
408,Men,Apparel,Bottomwear,Pants,Multi,Summer,2020.0,Sports,-,images/408.jpg
409,Men,Apparel,Bottomwear,Pants,Multi,Summer,2020.0,Sports,-,images/409.jpg
410,Men,Apparel,Bottomwear,Pants,Multi,Summer,2020.0,Sports,-,images/410.jpg
411,Men,Apparel,Bottomwear,Pants,Multi,Summer,2020.0,Sports,-,images/411.jpg
412,Men,Apparel,Bottomwear,Pants,Multi,Summer,2020.0,Sports,-,images/412.jpg
413,Men,Apparel,Bottomwear,Pants,Pink,Summer,2020.0,Formal,-,images/413.jpg
414,Men,Apparel,Bottomwear,Pants,Pink,Summer,2020.0,Formal,-,images/414.jpg
415,Men,Apparel,Bottomwear,Pants,Pink,Summer,2020.0,Formal,-,images/415.jpg
416,Men,Apparel,Bottomwear,Pants,Pink,Summer,2020.0,Formal,-,images/416.jpg
417,Men,Apparel,Bottomwear,Pants,Pink,Summer,2020.0,Formal,-,images/417.jpg
418,Men,Apparel,Bottomwear,Pants,Pink,Summer,2020.0,Formal,-,images/418.jpg
419,Men,Apparel,Bottomwear,Pants,Pink,Summer,2020.0,Formal,-,images/419.jpg
420,Men,Apparel,Bottomwear,Pants,Pink,Summer,2020.0,Formal,-,images/420.jpg
421,Men,Apparel,Bottomwear,Pants,Pink,Summer,2020.0,Formal,-,images/421.jpg
422,Men,Apparel,Bottomwear,Pants,Pink,Summer,2020.0,Formal,-,images/422.jpg
423,Men,Apparel,Bottomwear,Pants,Purple,Summer,2020.0,Formal,-,images/423.jpg
424,Men,Apparel,Bottomwear,Pants,Purple,Summer,2020.0,Formal,-,images/424.jpg
425,Men,Apparel,Bottomwear,Pants,Purple,Summer,2020.0,Formal,-,images/425.jpg
426,Men,Apparel,Bottomwear,Pants,Purple,Summer,2020.0,Formal,-,images/426.jpg
427,Men,Apparel,Bottomwear,Pants,Purple,Summer,2020.0,Formal,-,images/427.jpg
428,Women,Apparel,Bottomwear,Pants,Purple,Summer,2020.0,Formal,-,images/428.jpg
429,Women,Apparel,Bottomwear,Pants,Purple,Summer,2020.0,Formal,-,images/429.jpg
430,Women,Apparel,Bottomwear,Pants,Purple,Summer,2020.0,Formal,-,images/430.jpg
431,Women,Apparel,Bottomwear,Pants,Purple,Summer,2020.0,Formal,-,images/431.jpg
432,Women,Apparel,Bottomwear,Pants,Purple,Summer,2020.0,Formal,-,images/432.jpg
433,Women,Apparel,Bottomwear,Pants,Purple,Summer,2020.0,Formal,-,images/433.jpg
434,Women,Apparel,Bottomwear,Pants,Purple,Summer,2020.0,Formal,-,images/434.jpg
435,Women,Apparel,Bottomwear,Pants,Purple,Summer,2020.0,Formal,-,images/435.jpg
436,Women,Apparel,Bottomwear,Pants,Purple,Summer,2020.0,Formal,-,images/436.jpg
437,Women,Apparel,Bottomwear,Pants,Purple,Summer,2020.0,Formal,-,images/437.jpg
438,Men,Apparel,Bottomwear,Pants,Pink,Summer,2020.0,Casual,-,images/438.jpg
439,Men,Apparel,Bottomwear,Pants,Pink,Summer,2020.0,Casual,-,images/439.jpg
440,Men,Apparel,Bottomwear,Pants,Pink,Summer,2020.0,Casual,-,images/440.jpg
441,Men,Apparel,Bottomwear,Pants,Pink,Summer,2020.0,Casual,-,images/441.jpg
442,Men,Apparel,Bottomwear,Pants,Pink,Summer,2020.0,Casual,-,images/442.jpg
443,Men,Apparel,Bottomwear,Pants,Pink,Summer,2020.0,Casual,-,images/443.jpg
444,Men,Apparel,Bottomwear,Pants,Pink,Summer,2020.0,Casual,-,images/444.jpg
445,Men,Apparel,Bottomwear,Pants,Pink,Summer,2020.0,Casual,-,images/445.jpg
446,Men,Apparel,Bottomwear,Pants,Pink,Summer,2020.0,Casual,-,images/446.jpg
447,Men,Apparel,Bottomwear,Pants,Pink,Summer,2020.0,Casual,-,images/447.jpg
448,Men,Apparel,Bottomwear,Pants,White,Summer,2020.0,Formal,-,images/448.jpg
449,Men,Apparel,Bottomwear,Pants,White,Summer,2020.0,Formal,-,images/449.jpg
450,Men,Apparel,Bottomwear,Pants,White,Summer,2020.0,Formal,-,images/450.jpg
451,Men,Apparel,Bottomwear,Pants,White,Summer,2020.0,Formal,-,images/451.jpg
452,Men,Apparel,Bottomwear,Pants,White,Summer,2020.0,Formal,-,images/452.jpg
453,Men,Apparel,Bottomwear,Pants,White,Summer,2020.0,Formal,-,images/453.jpg
454,Men,Apparel,Bottomwear,Pants,White,Summer,2020.0,Formal,-,images/454.jpg
455,Men,Apparel,Bottomwear,Pants,White,Summer,2020.0,Formal,-,images/455.jpg
456,Men,Apparel,Bottomwear,Pants,White,Summer,2020.0,Formal,-,images/456.jpg
457,Men,Apparel,Bottomwear,Pants,White,Summer,2020.0,Formal,-,images/457.jpg
458,Women,Apparel,Bottomwear,Pants,Green,Summer,2020.0,Formal,-,images/458.jpg
459,Women,Apparel,Bottomwear,Pants,Green,Summer,2020.0,Formal,-,images/459.jpg
460,Women,Apparel,Bottomwear,Pants,Green,Summer,2020.0,Formal,-,images/460.jpg
461,Women,Apparel,Bottomwear,Pants,Green,Summer,2020.0,Formal,-,images/461.jpg
462,Women,Apparel,Bottomwear,Pants,Green,Summer,2020.0,Formal,-,images/462.jpg
463,Women,Apparel,Bottomwear,Pants,Green,Summer,2020.0,Formal,-,images/463.jpg
464,Women,Apparel,Bottomwear,Pants,Green,Summer,2020.0,Formal,-,images/464.jpg
465,Women,Apparel,Bottomwear,Pants,Green,Summer,2020.0,Formal,-,images/465.jpg
466,Women,Apparel,Bottomwear,Pants,Green,Summer,2020.0,Formal,-,images/466.jpg
467,Women,Apparel,Bottomwear,Pants,Green,Summer,2020.0,Formal,-,images/467.jpg
468,Women,Apparel,Bottomwear,Pants,White,Summer,2020.0,Sports,-,images/468.jpg
469,Women,Apparel,Bottomwear,Pants,White,Summer,2020.0,Sports,-,images/469.jpg
470,Women,Apparel,Bottomwear,Pants,White,Summer,2020.0,Sports,-,images/470.jpg
471,Women,Apparel,Bottomwear,Pants,White,Summer,2020.0,Sports,-,images/471.jpg
472,Women,Apparel,Bottomwear,Pants,White,Summer,2020.0,Sports,-,images/472.jpg
473,Women,Apparel,Bottomwear,Pants,White,Summer,2020.0,Sports,-,images/473.jpg
474,Women,Apparel,Bottomwear,Pants,White,Summer,2020.0,Sports,-,images/474.jpg
475,Women,Apparel,Bottomwear,Pants,White,Summer,2020.0,Sports,-,images/475.jpg
476,Women,Apparel,Bottomwear,Pants,White,Summer,2020.0,Sports,-,images/476.jpg
477,Women,Apparel,Bottomwear,Pants,White,Summer,2020.0,Sports,-,images/477.jpg
478,Women,Apparel,Bottomwear,Pants,Cream,Summer,2020.0,Sports,-,images/478.jpg
479,Women,Apparel,Bottomwear,Pants,Cream,Summer,2020.0,Sports,-,images/479.jpg
480,Women,Apparel,Bottomwear,Pants,Cream,Summer,2020.0,Sports,-,images/480.jpg
481,Women,Apparel,Bottomwear,Pants,Cream,Summer,2020.0,Sports,-,images/481.jpg
482,Women,Apparel,Bottomwear,Pants,Cream,Summer,2020.0,Sports,-,images/482.jpg
483,Women,Apparel,Bottomwear,Pants,Cream,Summer,2020.0,Sports,-,images/483.jpg
484,Women,Apparel,Bottomwear,Pants,Cream,Summer,2020.0,Sports,-,images/484.jpg
485,Women,Apparel,Bottomwear,Pants,Cream,Summer,2020.0,Sports,-,images/485.jpg
486,Women,Apparel,Bottomwear,Pants,Cream,Summer,2020.0,Sports,-,images/486.jpg
487,Women,Apparel,Bottomwear,Pants,Cream,Summer,2020.0,Sports,-,images/487.jpg
488,Men,Apparel,Bottomwear,Pants,Pink,Summer,2020.0,Sports,-,images/488.jpg
489,Men,Apparel,Bottomwear,Pants,Pink,Summer,2020.0,Sports,-,images/489.jpg
490,Men,Apparel,Bottomwear,Pants,Pink,Summer,2020.0,Sports,-,images/490.jpg
491,Men,Apparel,Bottomwear,Pants,Pink,Summer,2020.0,Sports,-,images/491.jpg
492,Men,Apparel,Bottomwear,Pants,Pink,Summer,2020.0,Sports,-,images/492.jpg
493,Men,Apparel,Bottomwear,Pants,Pink,Summer,2020.0,Sports,-,images/493.jpg
494,Men,Apparel,Bottomwear,Pants,Pink,Summer,2020.0,Sports,-,images/494.jpg
495,Men,Apparel,Bottomwear,Pants,Pink,Summer,2020.0,Sports,-,images/495.jpg
496,Men,Apparel,Bottomwear,Pants,Pink,Summer,2020.0,Sports,-,images/496.jpg
497,Men,Apparel,Bottomwear,Pants,Pink,Summer,2020.0,Sports,-,images/497.jpg
498,Men,Apparel,Bottomwear,Pants,Pink,Summer,2020.0,Sports,-,images/498.jpg
499,Women,Apparel,Bottomwear,Pants,Brown,Summer,2020.0,Formal,-,images/499.jpg
500,Women,Apparel,Bottomwear,Pants,Brown,Summer,2020.0,Formal,-,images/500.jpg
501,Women,Apparel,Bottomwear,Pants,Brown,Summer,2020.0,Formal,-,images/501.jpg
502,Women,Apparel,Bottomwear,Pants,Brown,Summer,2020.0,Formal,-,images/502.jpg
503,Women,Apparel,Bottomwear,Pants,Brown,Summer,2020.0,Formal,-,images/503.jpg
504,Women,Apparel,Bottomwear,Pants,Brown,Summer,2020.0,Formal,-,images/504.jpg
505,Women,Apparel,Bottomwear,Pants,Blue,Summer,2020.0,Formal,-,images/505.jpg
506,Women,Apparel,Bottomwear,Pants,Blue,Summer,2020.0,Formal,-,images/506.jpg
507,Women,Apparel,Bottomwear,Pants,Blue,Summer,2020.0,Formal,-,images/507.jpg
508,Women,Apparel,Bottomwear,Pants,Blue,Summer,2020.0,Formal,-,images/508.jpg
509,Women,Apparel,Bottomwear,Pants,Blue,Summer,2020.0,Formal,-,images/509.jpg
510,Women,Apparel,Bottomwear,Pants,Blue,Summer,2020.0,Formal,-,images/510.jpg
511,Women,Apparel,Bottomwear,Pants,Blue,Summer,2020.0,Formal,-,images/511.jpg
512,Women,Apparel,Bottomwear,Pants,Blue,Summer,2020.0,Formal,-,images/512.jpg
513,Women,Apparel,Bottomwear,Pants,Blue,Summer,2020.0,Formal,-,images/513.jpg
514,Women,Apparel,Bottomwear,Pants,Blue,Summer,2020.0,Formal,-,images/514.jpg
515,Women,Apparel,Bottomwear,Pants,Green,Summer,2020.0,Sports,-,images/515.jpg
516,Women,Apparel,Bottomwear,Pants,Green,Summer,2020.0,Sports,-,images/516.jpg
517,Women,Apparel,Bottomwear,Pants,Green,Summer,2020.0,Sports,-,images/517.jpg
518,Women,Apparel,Bottomwear,Pants,Green,Summer,2020.0,Sports,-,images/518.jpg
519,Women,Apparel,Bottomwear,Pants,Green,Summer,2020.0,Sports,-,images/519.jpg
520,Women,Apparel,Bottomwear,Pants,Green,Summer,2020.0,Sports,-,images/520.jpg
521,Women,Apparel,Bottomwear,Pants,Green,Summer,2020.0,Sports,-,images/521.jpg
522,Women,Apparel,Bottomwear,Pants,Green,Summer,2020.0,Sports,-,images/522.jpg
523,Women,Apparel,Bottomwear,Pants,Green,Summer,2020.0,Sports,-,images/523.jpg
524,Women,Apparel,Bottomwear,Pants,Green,Summer,2020.0,Sports,-,images/524.jpg
525,Women,Apparel,Bottomwear,Pants,Brown,Summer,2020.0,Sports,-,images/525.jpg
526,Women,Apparel,Bottomwear,Pants,Brown,Summer,2020.0,Sports,-,images/526.jpg
527,Women,Apparel,Bottomwear,Pants,Brown,Summer,2020.0,Sports,-,images/527.jpg
528,Women,Apparel,Bottomwear,Pants,Brown,Summer,2020.0,Sports,-,images/528.jpg
529,Women,Apparel,Bottomwear,Pants,Brown,Summer,2020.0,Sports,-,images/529.jpg
530,Women,Apparel,Bottomwear,Pants,Brown,Summer,2020.0,Sports,-,images/530.jpg
